Game,Score,Mean Score
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,1,0.125
9,0,0.1111111111111111
10,0,0.1
11,0,0.09090909090909091
12,0,0.08333333333333333
13,0,0.07692307692307693
14,0,0.07142857142857142
15,0,0.06666666666666667
16,0,0.0625
17,0,0.058823529411764705
18,1,0.1111111111111111
19,1,0.15789473684210525
20,0,0.15
21,0,0.14285714285714285
22,0,0.13636363636363635
23,0,0.13043478260869565
24,0,0.125
25,0,0.12
26,0,0.11538461538461539
27,0,0.1111111111111111
28,0,0.10714285714285714
29,1,0.13793103448275862
30,1,0.16666666666666666
31,0,0.16129032258064516
32,0,0.15625
33,0,0.15151515151515152
34,0,0.14705882352941177
35,0,0.14285714285714285
36,0,0.1388888888888889
37,0,0.13513513513513514
38,0,0.13157894736842105
39,0,0.1282051282051282
40,0,0.125
41,0,0.12195121951219512
42,0,0.11904761904761904
43,0,0.11627906976744186
44,0,0.11363636363636363
45,0,0.1111111111111111
46,0,0.10869565217391304
47,0,0.10638297872340426
48,0,0.10416666666666667
49,1,0.12244897959183673
50,0,0.12
51,0,0.11764705882352941
52,1,0.1346153846153846
53,0,0.1320754716981132
54,0,0.12962962962962962
55,0,0.12727272727272726
56,0,0.125
57,0,0.12280701754385964
58,0,0.1206896551724138
59,0,0.11864406779661017
60,1,0.13333333333333333
61,0,0.13114754098360656
62,0,0.12903225806451613
63,0,0.12698412698412698
64,0,0.125
65,0,0.12307692307692308
66,0,0.12121212121212122
67,0,0.11940298507462686
68,0,0.11764705882352941
69,0,0.11594202898550725
70,0,0.11428571428571428
71,0,0.11267605633802817
72,1,0.125
73,0,0.1232876712328767
74,0,0.12162162162162163
75,0,0.12
76,0,0.11842105263157894
77,0,0.11688311688311688
78,0,0.11538461538461539
79,1,0.12658227848101267
80,0,0.125
81,0,0.12345679012345678
82,0,0.12195121951219512
83,0,0.12048192771084337
84,0,0.11904761904761904
85,0,0.11764705882352941
86,0,0.11627906976744186
87,0,0.11494252873563218
88,0,0.11363636363636363
89,0,0.11235955056179775
90,0,0.1111111111111111
91,0,0.10989010989010989
92,0,0.10869565217391304
93,0,0.10752688172043011
94,0,0.10638297872340426
95,0,0.10526315789473684
96,0,0.10416666666666667
97,0,0.10309278350515463
98,0,0.10204081632653061
99,0,0.10101010101010101
100,0,0.1
101,0,0.09900990099009901
102,0,0.09803921568627451
103,0,0.0970873786407767
104,0,0.09615384615384616
105,0,0.09523809523809523
106,0,0.09433962264150944
107,0,0.09345794392523364
108,0,0.09259259259259259
109,0,0.09174311926605505
110,0,0.09090909090909091
111,0,0.09009009009009009
112,0,0.08928571428571429
113,0,0.08849557522123894
114,0,0.08771929824561403
115,0,0.08695652173913043
116,0,0.08620689655172414
117,0,0.08547008547008547
118,0,0.0847457627118644
119,0,0.08403361344537816
120,0,0.08333333333333333
121,0,0.08264462809917356
122,0,0.08196721311475409
123,0,0.08130081300813008
124,0,0.08064516129032258
125,0,0.08
126,0,0.07936507936507936
127,0,0.07874015748031496
128,0,0.078125
129,0,0.07751937984496124
130,0,0.07692307692307693
131,0,0.07633587786259542
132,0,0.07575757575757576
133,0,0.07518796992481203
134,0,0.07462686567164178
135,0,0.07407407407407407
136,0,0.07352941176470588
137,0,0.072992700729927
138,0,0.07246376811594203
139,0,0.07194244604316546
140,0,0.07142857142857142
141,0,0.07092198581560284
142,1,0.07746478873239436
143,0,0.07692307692307693
144,0,0.0763888888888889
145,0,0.07586206896551724
146,0,0.07534246575342465
147,0,0.07482993197278912
148,0,0.07432432432432433
149,0,0.0738255033557047
150,0,0.07333333333333333
151,0,0.0728476821192053
152,0,0.07236842105263158
153,0,0.0718954248366013
154,0,0.07142857142857142
155,0,0.07096774193548387
156,0,0.07051282051282051
157,0,0.07006369426751592
158,0,0.06962025316455696
159,0,0.06918238993710692
160,0,0.06875
161,0,0.06832298136645963
162,0,0.06790123456790123
163,0,0.06748466257668712
164,0,0.06707317073170732
165,0,0.06666666666666667
166,0,0.06626506024096386
167,0,0.0658682634730539
168,0,0.06547619047619048
169,0,0.0650887573964497
170,0,0.06470588235294118
171,0,0.06432748538011696
172,0,0.06395348837209303
173,0,0.06358381502890173
174,0,0.06321839080459771
175,0,0.06285714285714286
176,0,0.0625
177,0,0.062146892655367235
178,0,0.06179775280898876
179,0,0.061452513966480445
180,0,0.06111111111111111
181,0,0.06077348066298342
182,0,0.06043956043956044
183,0,0.060109289617486336
184,0,0.059782608695652176
185,0,0.05945945945945946
186,0,0.05913978494623656
187,0,0.058823529411764705
188,0,0.05851063829787234
189,0,0.0582010582010582
190,0,0.05789473684210526
191,1,0.06282722513089005
192,0,0.0625
193,0,0.06217616580310881
194,0,0.061855670103092786
195,0,0.06153846153846154
196,0,0.061224489795918366
197,0,0.06091370558375635
198,0,0.06060606060606061
199,1,0.06532663316582915
200,0,0.065
201,0,0.06467661691542288
202,0,0.06435643564356436
203,0,0.06403940886699508
204,0,0.06372549019607843
205,0,0.06341463414634146
206,0,0.06310679611650485
207,0,0.06280193236714976
208,0,0.0625
209,0,0.06220095693779904
210,0,0.06190476190476191
211,0,0.061611374407582936
212,0,0.06132075471698113
213,0,0.06103286384976526
214,0,0.06074766355140187
215,0,0.06046511627906977
216,0,0.06018518518518518
217,0,0.059907834101382486
218,0,0.05963302752293578
219,0,0.0593607305936073
220,0,0.05909090909090909
221,0,0.058823529411764705
222,0,0.05855855855855856
223,0,0.05829596412556054
224,0,0.05803571428571429
225,0,0.057777777777777775
226,0,0.05752212389380531
227,0,0.05726872246696035
228,0,0.05701754385964912
229,0,0.056768558951965066
230,0,0.05652173913043478
231,0,0.05627705627705628
232,0,0.05603448275862069
233,0,0.055793991416309016
234,0,0.05555555555555555
235,0,0.05531914893617021
236,0,0.05508474576271186
237,0,0.05485232067510549
238,0,0.0546218487394958
239,0,0.05439330543933055
240,0,0.05416666666666667
241,0,0.05394190871369295
242,0,0.05371900826446281
243,0,0.053497942386831275
244,0,0.05327868852459016
245,0,0.053061224489795916
246,0,0.052845528455284556
247,0,0.05263157894736842
248,0,0.05241935483870968
249,0,0.05220883534136546
250,0,0.052
251,0,0.05179282868525897
252,0,0.051587301587301584
253,0,0.05138339920948617
254,0,0.051181102362204724
255,0,0.050980392156862744
256,0,0.05078125
257,0,0.05058365758754864
258,0,0.050387596899224806
259,0,0.05019305019305019
260,0,0.05
261,0,0.04980842911877394
262,0,0.04961832061068702
263,0,0.049429657794676805
264,0,0.04924242424242424
265,0,0.04905660377358491
266,0,0.04887218045112782
267,0,0.04868913857677903
268,0,0.048507462686567165
269,0,0.048327137546468404
270,0,0.04814814814814815
271,0,0.04797047970479705
272,0,0.04779411764705882
273,0,0.047619047619047616
274,0,0.04744525547445255
275,0,0.04727272727272727
276,0,0.04710144927536232
277,0,0.04693140794223827
278,0,0.046762589928057555
279,0,0.04659498207885305
280,0,0.04642857142857143
281,0,0.046263345195729534
282,0,0.04609929078014184
283,0,0.045936395759717315
284,0,0.045774647887323945
285,0,0.0456140350877193
286,0,0.045454545454545456
287,0,0.04529616724738676
288,0,0.04513888888888889
289,0,0.04498269896193772
290,0,0.04482758620689655
291,1,0.048109965635738834
292,0,0.04794520547945205
293,0,0.04778156996587031
294,1,0.05102040816326531
295,0,0.05084745762711865
296,0,0.05067567567567568
297,0,0.050505050505050504
298,0,0.050335570469798654
299,0,0.05016722408026756
300,0,0.05
301,0,0.04983388704318937
302,0,0.04966887417218543
303,0,0.04950495049504951
304,0,0.049342105263157895
305,0,0.04918032786885246
306,0,0.049019607843137254
307,0,0.048859934853420196
308,0,0.048701298701298704
309,0,0.04854368932038835
310,0,0.04838709677419355
311,0,0.04823151125401929
312,0,0.04807692307692308
313,0,0.04792332268370607
314,0,0.04777070063694268
315,0,0.047619047619047616
316,0,0.04746835443037975
317,0,0.0473186119873817
318,0,0.04716981132075472
319,0,0.047021943573667714
320,0,0.046875
321,0,0.04672897196261682
322,0,0.046583850931677016
323,0,0.04643962848297214
324,0,0.046296296296296294
325,0,0.046153846153846156
326,0,0.046012269938650305
327,0,0.045871559633027525
328,0,0.04573170731707317
329,0,0.04559270516717325
330,0,0.045454545454545456
331,1,0.04833836858006042
332,0,0.04819277108433735
333,0,0.04804804804804805
334,0,0.04790419161676647
335,0,0.04776119402985075
336,0,0.047619047619047616
337,0,0.04747774480712166
338,0,0.047337278106508875
339,0,0.0471976401179941
340,1,0.05
341,0,0.04985337243401759
342,0,0.049707602339181284
343,0,0.04956268221574344
344,0,0.04941860465116279
345,1,0.05217391304347826
346,0,0.05202312138728324
347,0,0.05187319884726225
348,0,0.05172413793103448
349,0,0.05157593123209169
350,0,0.05142857142857143
351,0,0.05128205128205128
352,0,0.05113636363636364
353,0,0.05099150141643059
354,0,0.05084745762711865
355,0,0.05070422535211268
356,1,0.05337078651685393
357,0,0.05322128851540616
358,0,0.05307262569832402
359,0,0.052924791086350974
360,0,0.05277777777777778
361,0,0.05263157894736842
362,0,0.052486187845303865
363,0,0.05234159779614325
364,0,0.0521978021978022
365,0,0.052054794520547946
366,0,0.05191256830601093
367,0,0.051771117166212535
368,0,0.051630434782608696
369,0,0.051490514905149054
370,0,0.051351351351351354
371,0,0.05121293800539083
372,0,0.051075268817204304
373,0,0.05093833780160858
374,0,0.05080213903743316
375,0,0.050666666666666665
376,0,0.05053191489361702
377,0,0.050397877984084884
378,0,0.05026455026455026
379,0,0.05013192612137203
380,0,0.05
381,0,0.049868766404199474
382,0,0.049738219895287955
383,0,0.04960835509138381
384,0,0.049479166666666664
385,0,0.04935064935064935
386,0,0.04922279792746114
387,0,0.04909560723514212
388,0,0.04896907216494845
389,0,0.04884318766066838
390,0,0.04871794871794872
391,0,0.04859335038363171
392,0,0.04846938775510204
393,0,0.04834605597964377
394,0,0.048223350253807105
395,0,0.04810126582278481
396,0,0.047979797979797977
397,0,0.04785894206549118
398,0,0.04773869346733668
399,0,0.047619047619047616
400,0,0.0475
401,0,0.04738154613466334
402,0,0.0472636815920398
403,0,0.04714640198511166
404,1,0.04950495049504951
405,0,0.04938271604938271
406,0,0.04926108374384237
407,0,0.04914004914004914
408,0,0.049019607843137254
409,0,0.0488997555012225
410,0,0.04878048780487805
411,1,0.051094890510948905
412,0,0.050970873786407765
413,0,0.05084745762711865
414,0,0.050724637681159424
415,0,0.05060240963855422
416,1,0.052884615384615384
417,0,0.05275779376498801
418,0,0.05263157894736842
419,0,0.05250596658711217
420,1,0.05476190476190476
421,0,0.05463182897862233
422,2,0.05924170616113744
423,0,0.0591016548463357
424,0,0.0589622641509434
425,1,0.0611764705882353
426,0,0.06103286384976526
427,0,0.06088992974238876
428,0,0.06074766355140187
429,0,0.06060606060606061
430,0,0.06046511627906977
431,3,0.06728538283062645
432,0,0.06712962962962964
433,0,0.06697459584295612
434,2,0.07142857142857142
435,1,0.0735632183908046
436,2,0.0779816513761468
437,1,0.08009153318077804
438,0,0.07990867579908675
439,0,0.07972665148063782
440,0,0.07954545454545454
441,0,0.07936507936507936
442,0,0.07918552036199095
443,0,0.07900677200902935
444,0,0.07882882882882883
445,0,0.07865168539325842
446,0,0.07847533632286996
447,0,0.07829977628635347
448,0,0.078125
449,0,0.0779510022271715
450,0,0.07777777777777778
451,0,0.07760532150776053
452,0,0.07743362831858407
453,0,0.0772626931567329
454,0,0.07709251101321586
455,0,0.07692307692307693
456,0,0.07675438596491228
457,0,0.07658643326039387
458,0,0.07641921397379912
459,0,0.07625272331154684
460,0,0.07608695652173914
461,0,0.07592190889370933
462,0,0.07575757575757576
463,0,0.0755939524838013
464,0,0.07543103448275862
465,0,0.07526881720430108
466,0,0.07510729613733906
467,0,0.07494646680942184
468,0,0.07478632478632478
469,0,0.07462686567164178
470,0,0.07446808510638298
471,0,0.07430997876857749
472,0,0.07415254237288135
473,0,0.07399577167019028
474,0,0.07383966244725738
475,0,0.07368421052631578
476,0,0.07352941176470588
477,0,0.07337526205450734
478,0,0.07322175732217573
479,0,0.07306889352818371
480,0,0.07291666666666667
481,0,0.07276507276507277
482,0,0.07261410788381743
483,0,0.07246376811594203
484,0,0.07231404958677685
485,0,0.07216494845360824
486,0,0.0720164609053498
487,0,0.07186858316221766
488,0,0.07172131147540983
489,0,0.07157464212678936
490,0,0.07142857142857142
491,0,0.07128309572301425
492,0,0.07113821138211382
493,0,0.07099391480730223
494,0,0.0708502024291498
495,0,0.0707070707070707
496,0,0.07056451612903226
497,0,0.07042253521126761
498,0,0.07028112449799197
499,0,0.07014028056112225
500,0,0.07
